API,Description,Example,,
"
class mxnet.image.HorizontalFlipAug(p)[source]Â¶","['Bases: ', 'mxnet.image.image.Augmenter', '\n', 'Random horizontal flip.', '\n', '\n', 'Parameters', '\n', 'p', '\n', '\n', '\n']",,,
"
class mxnet.image.HueJitterAug(hue)[source]Â¶","['Bases: ', 'mxnet.image.image.Augmenter', '\n', 'Random hue jitter augmentation.', '\n', '\n', 'Parameters', '\n', 'hue', '\n', '\n', '\n']",,,
"
class mxnet.image.ImageDetIter(batch_size, data_shape, path_imgrec=None, path_imglist=None, path_root=None, path_imgidx=None, shuffle=False, part_index=0, num_parts=1, aug_list=None, imglist=None, data_name='data', label_name='label', last_batch_handle='pad', **kwargs)[source]Â¶","['Bases: ', 'mxnet.image.image.ImageIter', '\n', 'Image iterator with a large number of augmentation choices for detection.', '\n', '\n', 'Parameters', '\n', '\n', '\n', '\n', 'Methods', '\n', '\n', '\n', '\n', '\n', '\n', '\n', '\n', '\n', '\n', 'Override Transforms input data with specified augmentations.', '\n', '\n', '\n', '\n', 'Checks if the new label shape is valid', '\n', '\n', '\n', '\n', 'Display next image with bounding boxes drawn.', '\n', '\n', '\n', '\n', 'Override the function for returning next batch.', '\n', '\n', '\n', '\n', 'Reshape iterator for data_shape or label_shape.', '\n', '\n', '\n', '\n', 'Synchronize label shape with the input iterator. This is useful when\ntrain/validation iterators have different label padding.', '\n', '\n']",,,
"
class mxnet.image.ImageIter(batch_size, data_shape, label_width=1, path_imgrec=None, path_imglist=None, path_root=None, path_imgidx=None, shuffle=False, part_index=0, num_parts=1, aug_list=None, imglist=None, data_name='data', label_name='softmax_label', dtype='float32', last_batch_handle='pad', **kwargs)[source]Â¶","['Bases: ', 'mxnet.io.io.DataIter', '\n', 'Image data iterator with a large number of augmentation choices.\nThis iterator supports reading from both .rec files and raw image files.', '\n', 'To load input images from .rec files, use ', 'path_imgrec', ' parameter and to load from raw image\nfiles, use ', 'path_imglist', ' and ', 'path_root', ' parameters.', '\n', 'To use data partition (for distributed training) or shuffling, specify ', 'path_imgidx', ' parameter.', '\n', '\n', 'Parameters', '\n', '\n', '\n', '\n', 'Methods', '\n', '\n', '\n', '\n', '\n', '\n', '\n', '\n', '\n', '\n', 'Transforms input data with specified augmentation.', '\n', '\n', '\n', '\n', 'Checks if the input data shape is valid', '\n', '\n', '\n', '\n', 'Checks if the input data is valid', '\n', '\n', '\n', '\n', 'Resets the iterator and ignore roll over data', '\n', '\n', '\n', '\n', 'Decodes a string or byte string to an NDArray.\nSee mx.img.imdecode for more details.', '\n', '\n', '\n', '\n', 'Returns the next batch of data.', '\n', '\n', '\n', '\n', 'Helper function for reading in next sample.', '\n', '\n', '\n', '\n', 'Final postprocessing step before image is loaded into the batch.', '\n', '\n', '\n', '\n', 'Reads an input image ', '\n', '\n', '\n', '\n', 'Resets the iterator to the beginning of the data.', '\n', '\n']",,,
"
class mxnet.image.LightingAug(alphastd, eigval, eigvec)[source]Â¶","['Bases: ', 'mxnet.image.image.Augmenter', '\n', 'Add PCA based noise.', '\n', '\n', 'Parameters', '\n', '\n', '\n', '\n', '\n']",,,
"
class mxnet.image.Number[source]Â¶","['Bases: ', 'object', '\n', 'All numbers inherit from this class.', '\n', 'If you just want to check if an argument x is a number, without\ncaring what kind, use isinstance(x, Number).', '\n', '\n']",,,
"
class mxnet.image.RandomCropAug(size, interp=2)[source]Â¶","['Bases: ', 'mxnet.image.image.Augmenter', '\n', 'Make random crop augmenter', '\n', '\n', 'Parameters', '\n', '\n', '\n', '\n', '\n']",,,
"
class mxnet.image.RandomGrayAug(p)[source]Â¶","['Bases: ', 'mxnet.image.image.Augmenter', '\n', 'Randomly convert to gray image.', '\n', '\n', 'Parameters', '\n', 'p', '\n', '\n', '\n']",,,
"
class mxnet.image.RandomOrderAug(ts)[source]Â¶","['Bases: ', 'mxnet.image.image.Augmenter', '\n', 'Apply list of augmenters in random order', '\n', '\n', 'Parameters', '\n', 'ts', '\n', '\n', 'Methods', '\n', '\n', '\n', '\n', '\n', '\n', '\n', '\n', '\n', '\n', 'Override the default to avoid duplicate dump.', '\n', '\n']",,,
"
class mxnet.image.RandomSizedCropAug(size, area, ratio, interp=2, **kwargs)[source]Â¶","['Bases: ', 'mxnet.image.image.Augmenter', '\n', 'Make random crop with random resizing and random aspect ratio jitter augmenter.', '\n', '\n', 'Parameters', '\n', '\n', '\n', '\n', '\n']",,,
"
class mxnet.image.ResizeAug(size, interp=2)[source]Â¶","['Bases: ', 'mxnet.image.image.Augmenter', '\n', 'Make resize shorter edge to size augmenter.', '\n', '\n', 'Parameters', '\n', '\n', '\n', '\n', '\n']",,,
"
class mxnet.image.SaturationJitterAug(saturation)[source]Â¶","['Bases: ', 'mxnet.image.image.Augmenter', '\n', 'Random saturation jitter augmentation.', '\n', '\n', 'Parameters', '\n', 'saturation', '\n', '\n', '\n']",,,
"
class mxnet.image.SequentialAug(ts)[source]Â¶","['Bases: ', 'mxnet.image.image.Augmenter', '\n', 'Composing a sequential augmenter list.', '\n', '\n', 'Parameters', '\n', 'ts', '\n', '\n', 'Methods', '\n', '\n', '\n', '\n', '\n', '\n', '\n', '\n', '\n', '\n', 'Override the default to avoid duplicate dump.', '\n', '\n']",,,
"
mxnet.image.center_crop(src, size, interp=2)[source]Â¶","['Crops the image ', 'src', ' to the given ', 'size', ' by trimming on all four\nsides and preserving the center of the image. Upsamples if ', 'src', ' is smaller\nthan ', 'size', '.', '\n', '\n', 'Note', '\n', 'This requires MXNet to be compiled with USE_OPENCV.', '\n', '\n', '\n', 'Parameters', '\n', '\n', '\n', 'Returns', '\n', '\n', '\n', '\n', 'Example', '\n', None, '\n', '\n', '\n']",">>> withopen(""flower.jpg"",'rb')asfp:
... str_image=fp.read()
...
>>> image=mx.image.imdecode(str_image)
>>> image
<NDArray 2321x3482x3 @cpu(0)>
>>> cropped_image,(x,y,width,height)=mx.image.center_crop(image,(1000,500))
>>> cropped_image
<NDArray 500x1000x3 @cpu(0)>
>>> x,y,width,height
(1241, 910, 1000, 500)
",,
"
mxnet.image.color_normalize(src, mean, std=None)[source]Â¶","['Normalize src with mean and std.', '\n', '\n', 'Parameters', '\n', '\n', '\n', 'Returns', '\n', 'An ', '\n', 'Return type', '\n', 'NDArray', '\n', '\n', '\n']",,,
"
mxnet.image.copyMakeBorder(src=None, top=_Null, bot=_Null, left=_Null, right=_Null, type=_Null, value=_Null, values=_Null, out=None, name=None, **kwargs)Â¶","['Pad image border with OpenCV.', '\n', '\n', 'Parameters', '\n', '\n', '\n', 'Returns', '\n', 'out', '\n', 'Return type', '\n', 'NDArray', '\n', '\n', '\n']",,,
"
mxnet.image.fixed_crop(src, x0, y0, w, h, size=None, interp=2)[source]Â¶","['Crop src at fixed location, and (optionally) resize it to size.', '\n', '\n', 'Parameters', '\n', '\n', '\n', 'Returns', '\n', 'An ', '\n', 'Return type', '\n', 'NDArray', '\n', '\n', '\n']",,,
"
mxnet.image.imdecode(buf, *args, **kwargs)[source]Â¶","['Decode an image to an NDArray.', '\n', '\n', 'Note', '\n', 'imdecode', '\n', '\n', '\n', 'Parameters', '\n', '\n', '\n', 'Returns', '\n', 'An ', '\n', 'Return type', '\n', 'NDArray', '\n', '\n', 'Example', '\n', None, '\n', '\n', 'Set ', 'flag', ' parameter to 0 to get grayscale output', '\n', None, '\n', '\n', 'Set ', 'to_rgb', ' parameter to 0 to get output in OpenCV format (BGR)', '\n', None, '\n', '\n', '\n']",">>> withopen(""flower.jpg"",'rb')asfp:
... str_image=fp.read()
...
>>> image=mx.img.imdecode(str_image)
>>> image
<NDArray 224x224x3 @cpu(0)>
",">>> withopen(""flower.jpg"",'rb')asfp:
... str_image=fp.read()
...
>>> image=mx.img.imdecode(str_image,flag=0)
>>> image
<NDArray 224x224x1 @cpu(0)>
",">>> withopen(""flower.jpg"",'rb')asfp:
... str_image=fp.read()
...
>>> image=mx.img.imdecode(str_image,to_rgb=0)
>>> image
<NDArray 224x224x3 @cpu(0)>
"
"
mxnet.image.imread(filename, *args, **kwargs)[source]Â¶","['Read and decode an image to an NDArray.', '\n', '\n', 'Note', '\n', 'imread', '\n', '\n', '\n', 'Parameters', '\n', '\n', '\n', 'Returns', '\n', 'An ', '\n', 'Return type', '\n', 'NDArray', '\n', '\n', 'Example', '\n', None, '\n', '\n', 'Set ', 'flag', ' parameter to 0 to get grayscale output', '\n', None, '\n', '\n', 'Set ', 'to_rgb', ' parameter to 0 to get output in OpenCV format (BGR)', '\n', None, '\n', '\n', '\n']",">>> mx.img.imread(""flower.jpg"")
<NDArray 224x224x3 @cpu(0)>
",">>> mx.img.imread(""flower.jpg"",flag=0)
<NDArray 224x224x1 @cpu(0)>
",">>> mx.img.imread(""flower.jpg"",to_rgb=0)
<NDArray 224x224x3 @cpu(0)>
"
"
mxnet.image.imresize(src, w, h, *args, **kwargs)[source]Â¶","['Resize image with OpenCV.', '\n', '\n', 'Note', '\n', 'imresize', '\n', '\n', '\n', 'Parameters', '\n', '\n', '\n', 'Returns', '\n', 'out', '\n', 'Return type', '\n', 'NDArray', '\n', '\n', 'Example', '\n', None, '\n', '\n', '\n']",">>> withopen(""flower.jpeg"",'rb')asfp:
... str_image=fp.read()
...
>>> image=mx.img.imdecode(str_image)
>>> image
<NDArray 2321x3482x3 @cpu(0)>
>>> new_image=mx.img.resize(image,240,360)
>>> new_image
<NDArray 240x360x3 @cpu(0)>
",,
"
mxnet.image.imrotate(src, rotation_degrees, zoom_in=False, zoom_out=False)[source]Â¶","['Rotates the input image(s) of a specific rotation degree.', '\n', '\n', 'Parameters', '\n', '\n', '\n', 'Returns', '\n', 'An ', '\n', 'Return type', '\n', 'NDArray', '\n', '\n', '\n']",,,
"
mxnet.image.is_np_array()[source]Â¶","['Checks whether the NumPy-array semantics is currently turned on.\nThis is currently used in Gluon for checking whether an array of type ', 'mxnet.numpy.ndarray', '\nor ', 'mx.nd.NDArray', ' should be created. For example, at the time when a parameter\nis created in a ', 'Block', ', an ', 'mxnet.numpy.ndarray', ' is created if this returns true; else\nan ', 'mx.nd.NDArray', ' is created.', '\n', 'Normally, users are not recommended to use this API directly unless you known exactly\nwhat is going on under the hood.', '\n', 'Please note that this is designed as an infrastructure for the incoming\nMXNet-NumPy operators. Legacy operators registered in the modules\n', 'mx.nd', ' and ', 'mx.sym', ' are not guaranteed to behave like their counterparts\nin NumPy within this semantics.', '\n', '\n', 'Returns', '\n', None, '\n', 'Return type', '\n', 'A bool value indicating whether the NumPy-array semantics is currently on.', '\n', '\n', '\n']",,,
"
mxnet.image.random_crop(src, size, interp=2)[source]Â¶","['Randomly crop ', 'src', ' with ', 'size', ' (width, height).\nUpsample result if ', 'src', ' is smaller than ', 'size', '.', '\n', '\n', 'Parameters', '\n', '\n', '\n', 'Returns', '\n', '\n', '\n', '\n', 'Example', '\n', None, '\n', '\n', '\n']",">>> im=mx.nd.array(cv2.imread(""flower.jpg""))
>>> cropped_im,rect=mx.image.random_crop(im,(100,100))
>>> printcropped_im
<NDArray 100x100x1 @cpu(0)>
>>> printrect
(20, 21, 100, 100)
",,
"
mxnet.image.random_rotate(src, angle_limits, zoom_in=False, zoom_out=False)[source]Â¶","['Random rotates ', 'src', ' by an angle included in angle limits.', '\n', '\n', 'Parameters', '\n', '\n', '\n', 'Returns', '\n', 'An ', '\n', 'Return type', '\n', 'NDArray', '\n', '\n', '\n']",,,
"
mxnet.image.random_size_crop(src, size, area, ratio, interp=2, **kwargs)[source]Â¶","['Randomly crop src with size. Randomize area and aspect ratio.', '\n', '\n', 'Parameters', '\n', '\n', '\n', 'Returns', '\n', '\n', '\n', '\n', '\n']",,,
"
mxnet.image.resize_short(src, size, interp=2)[source]Â¶","['Resizes shorter edge to size.', '\n', '\n', 'Note', '\n', 'resize_short', '\n', '\n', 'Resizes the original image by setting the shorter edge to size\nand setting the longer edge accordingly.\nResizing function is called from OpenCV.', '\n', '\n', 'Parameters', '\n', '\n', '\n', 'Returns', '\n', 'An â\x80\x98NDArrayâ\x80\x99 containing the resized image.', '\n', 'Return type', '\n', 'NDArray', '\n', '\n', 'Example', '\n', None, '\n', '\n', '\n']",">>> withopen(""flower.jpeg"",'rb')asfp:
... str_image=fp.read()
...
>>> image=mx.img.imdecode(str_image)
>>> image
<NDArray 2321x3482x3 @cpu(0)>
>>> size=640
>>> new_image=mx.img.resize_short(image,size)
>>> new_image
<NDArray 2321x3482x3 @cpu(0)>
",,
"
mxnet.image.scale_down(src_size, size)[source]Â¶","['Scales down crop size if itâ\x80\x99s larger than image size.', '\n', 'If width/height of the crop is larger than the width/height of the image,\nsets the width/height to the width/height of the image.', '\n', '\n', 'Parameters', '\n', '\n', '\n', 'Returns', '\n', 'A tuple containing the scaled crop size in (width, height) format.', '\n', 'Return type', '\n', 'tuple of int', '\n', '\n', 'Example', '\n', None, '\n', '\n', '\n']",">>> src_size=(640,480)
>>> size=(720,120)
>>> new_size=mx.img.scale_down(src_size,size)
>>> new_size
(640,106)
",,
"
mxnet.io.CSVIter(*args, **kwargs)Â¶","['bâ\x80\x9dReturns the CSV file iterator.nnIn this function, the ', 'data_shape', ' parameter is used to set the shape of each line of the input data.nIf a row in an input file is ', '1,2,3,4,5,6`', ' and ', 'data_shape', ' is (3,2), that rownwill be reshaped, yielding the array [[1,2],[3,4],[5,6]] of shape (3,2).nnBy default, the ', 'CSVIter', ' has ', 'round_batch', ' parameter set to ', 'True', '. So, if ', 'batch_size', 'nis 3 and there are 4 total rows in CSV file, 2 more examplesnare consumed at the first round. If ', 'reset', ' function is called after first round,nthe call is ignored and remaining examples are returned in the second round.nnIf one wants all the instances in the second round after calling ', 'reset', ', make surento set ', 'round_batch', ' to False.nnIf ', 'data_csv', ' is set, then all the files in this directory will be read.nn``reset()`` is expected to be called only after a complete pass of data.nnBy default, the CSVIter parses all entries in the data file as float32 data type,nif ', 'dtype', ' argument is set to be â\x80\x98int32â\x80\x99 or â\x80\x98int64â\x80\x99 then CSVIter will parse all entries in the filenas int32 or int64 data type accordingly.nnExamples::nn  // Contents of CSV file ', 'data/data.csv', '.n  1,2,3n  2,3,4n  3,4,5n  4,5,6nn  // Creates a ', 'CSVIter', ' with ', 'batch_size`=2 and default `round_batch`=True.n  CSVIter = mx.io.CSVIter(data_csv = â\x80\x98data/data.csvâ\x80\x99, data_shape = (3,),n  batch_size = 2)nn  // Two batches read from the above iterator are as follows:n  [[ 1.  2.  3.]n  [ 2.  3.  4.]]n  [[ 3.  4.  5.]n  [ 4.  5.  6.]]nn  // Creates a `CSVIter', ' with default ', 'round_batch', ' set to True.n  CSVIter = mx.io.CSVIter(data_csv = â\x80\x98data/data.csvâ\x80\x99, data_shape = (3,),n  batch_size = 3)nn  // Two batches read from the above iterator in the first pass are as follows:n  [[1.  2.  3.]n  [2.  3.  4.]n  [3.  4.  5.]]nn  [[4.  5.  6.]n  [1.  2.  3.]n  [2.  3.  4.]]nn  // Now, ', 'reset', ' method is called.n  CSVIter.reset()nn  // Batch read from the above iterator in the second pass is as follows:n  [[ 3.  4.  5.]n  [ 4.  5.  6.]n  [ 1.  2.  3.]]nn  // Creates a ', 'CSVIter', ' with ', 'round_batch`=False.n  CSVIter = mx.io.CSVIter(data_csv = â\x80\x98data/data.csvâ\x80\x99, data_shape = (3,),n  batch_size = 3, round_batch=False)nn  // Contents of two batches read from the above iterator in both passes, after callingn  // `reset', ' method before second pass, is as follows:n  [[1.  2.  3.]n  [2.  3.  4.]n  [3.  4.  5.]]nn  [[4.  5.  6.]n  [2.  3.  4.]n  [3.  4.  5.]]nn  // Creates a â\x80\x98CSVIterâ\x80\x99 with ', 'dtype`=â\x80\x99int32â\x80\x99n  CSVIter = mx.io.CSVIter(data_csv = â\x80\x98data/data.csvâ\x80\x99, data_shape = (3,),n  batch_size = 3, round_batch=False, dtype=â\x80\x99int32â\x80\x99)nn  // Contents of two batches read from the above iterator in both passes, after callingn  // `reset', ' method before second pass, is as follows:n  [[1  2  3]n  [2  3  4]n  [3  4  5]]nn  [[4  5  6]n  [2  3  4]n  [3  4  5]]nnnnDefined in src/io/iter_csv.cc:L307â\x80\x9d', '\n', '\n', 'Parameters', '\n', '\n', '\n', 'Returns', '\n', 'The result iterator.', '\n', 'Return type', '\n', 'MXDataIter', '\n', '\n', '\n']",,,
